Date,Price,Open,High,Low,Vol.,Change %
20-Nov-17,960.55,969,971,957.25,2.83M,-1.07
17-Nov-17,970.95,985.5,985.5,965.15,4.03M,-1.77
16-Nov-17,988.4,951.8,995.9,948.5,7.84M,3.85
15-Nov-17,951.8,945.15,953.5,944.5,3.51M,0.28
14-Nov-17,949.1,951.95,954.85,943.25,2.87M,-0.3
13-Nov-17,951.95,962.05,969.4,949.35,2.51M,-1.05
10-Nov-17,962.05,958.8,964.35,950,3.29M,0.79
9-Nov-17,954.5,953,963,948.25,2.36M,0.23
8-Nov-17,952.3,960.25,961.85,947.5,2.68M,-0.33
7-Nov-17,955.5,926.25,960,925.85,6.72M,2.89
6-Nov-17,928.7,923.15,935,922.65,2.53M,0.22
3-Nov-17,926.65,917,929.9,916.95,1.85M,0.41
2-Nov-17,922.9,923.05,926,920,2.34M,-0.45
1-Nov-17,927.05,925,929.4,923.3,2.82M,0.56
31-Oct-17,921.85,925,930,920,4.98M,-2.36
30-Oct-17,944.1,954.65,954.65,941.05,6.48M,-0.24
27-Oct-17,946.35,955,957.7,944,4.26M,-0.11
26-Oct-17,947.35,942,951.8,940.1,16.83M,1.29
25-Oct-17,935.3,919,944.7,915.25,6.99M,0.95
24-Oct-17,926.5,946,946.65,921.6,7.26M,-1.38
23-Oct-17,939.5,930,942,928.1,4.58M,1.35
19-Oct-17,926.95,930,932,925.2,545.72K,0.28
18-Oct-17,924.35,928.9,930,922.95,3.62M,-0.66
17-Oct-17,930.5,936.8,936.8,929.5,2.81M,-0.91
16-Oct-17,939,935.95,942,933,2.88M,0.96
13-Oct-17,930.1,932.8,933.5,927.55,3.59M,0.3
12-Oct-17,927.3,930,934.35,919.55,5.14M,-0.37
11-Oct-17,930.7,935.45,938,928,2.99M,-0.51
10-Oct-17,935.45,939.95,939.95,929.55,3.57M,1.25
9-Oct-17,923.9,920,929,914,1.75M,0.41
6-Oct-17,920.15,904,922,903.95,4.29M,1.89
5-Oct-17,903.05,900,904.95,899,4.31M,0.38
4-Oct-17,899.6,903,905.4,897.15,2.50M,-0.44
3-Oct-17,903.55,910.1,912,901.6,2.47M,0.41
29-Sep-17,899.9,898,902.4,895,2.85M,0.44
28-Sep-17,896,896.1,903.9,894.3,8.77M,-0.42
27-Sep-17,899.8,906.1,907.9,895.1,3.00M,-0.67
26-Sep-17,905.9,897,908.4,894.3,3.68M,1.18
25-Sep-17,895.35,901,901.95,889.1,4.54M,-0.33
22-Sep-17,898.3,908.15,910.25,888,8.80M,-1.24
21-Sep-17,909.55,915,915.25,908.15,4.10M,-0.35
20-Sep-17,912.7,917,917,907.45,2.88M,0.05
19-Sep-17,912.25,908,916,903.5,3.02M,0.35
18-Sep-17,909.1,910,917.75,906.3,4.24M,0.09
15-Sep-17,908.25,892.3,913.25,892.2,6.73M,1.78
14-Sep-17,892.4,884.5,896.6,881.6,6.85M,0.98
13-Sep-17,883.75,885.5,887.6,881,5.74M,-0.03
12-Sep-17,884.05,882.55,887.75,878.8,8.62M,0.61
11-Sep-17,878.7,890.4,891.8,873.65,6.89M,-0.63
8-Sep-17,884.3,899,899,882.1,4.30M,-1.28
7-Sep-17,895.75,900,900.5,892.35,3.12M,0.02
6-Sep-17,895.6,900,900.3,890,3.87M,-0.7
5-Sep-17,901.9,902,905,897.25,4.89M,0.19
4-Sep-17,900.2,921,921.1,893.5,5.09M,-2.15
1-Sep-17,919.95,915.95,925.9,910,4.22M,0.55
31-Aug-17,914.95,928.8,928.95,912.9,7.51M,-1.26
30-Aug-17,926.65,937.2,939,924.1,8.07M,-0.09
29-Aug-17,927.45,941.45,942,925.55,6.68M,-1.44
28-Aug-17,941,943.95,953.95,938,20.36M,3.16
24-Aug-17,912.15,910,918.25,902.35,21.19M,2.17
23-Aug-17,892.8,880,903.7,873.9,30.64M,1.99
22-Aug-17,875.4,895.2,897.05,860,24.62M,0.23
21-Aug-17,873.4,924,924,870,45.20M,-5.4
18-Aug-17,923.25,"1,017.90","1,017.90",884.2,82.20M,-9.56
17-Aug-17,"1,020.85","1,005.00","1,029.25",998.05,12.89M,4.68
16-Aug-17,975.2,982,986.1,969,3.09M,-0.64
14-Aug-17,981.45,988,989.2,977.15,1.91M,-0.63
11-Aug-17,987.7,976,997,969.6,3.27M,0.66
10-Aug-17,981.25,969.9,987.5,969.35,4.57M,1.23
9-Aug-17,969.35,967.65,973.9,964.55,1.96M,0.57
8-Aug-17,963.85,968.5,970.25,955.05,3.00M,-0.45
7-Aug-17,968.25,983.5,983.75,965.7,3.04M,-1.58
4-Aug-17,983.75,988,989,976.05,2.67M,-0.03
3-Aug-17,984,991,998.75,980.25,2.32M,-0.94
2-Aug-17,993.35,"1,006.00","1,012.75",987.2,2.13M,-1.21
1-Aug-17,"1,005.55","1,011.00","1,017.00",998.35,3.84M,-0.56
31-Jul-17,"1,011.20",991.9,"1,021.70",986.75,9.58M,1.39
28-Jul-17,997.35,976,"1,003.00",962.3,5.55M,2.71
27-Jul-17,971.05,996,"1,004.00",966.8,6.34M,-2.31
26-Jul-17,994.05,998.1,999,990.4,3.44M,0.02
25-Jul-17,993.85,990,999,986.2,3.57M,0.33
24-Jul-17,990.55,983.5,994,982.6,3.06M,1.07
21-Jul-17,980.1,973,982.55,971.4,2.99M,1.1
20-Jul-17,969.45,979.3,979.85,966.95,3.40M,-1.06
19-Jul-17,979.85,981.45,988.65,969.1,2.95M,-0.58
18-Jul-17,985.6,986.05,"1,004.80",981.1,4.13M,0.16
17-Jul-17,984.05,975,992,974,3.85M,1.23
14-Jul-17,972.05,999.45,"1,006.85",966.05,11.24M,-0.51
13-Jul-17,977.05,977.25,983.45,964.1,2.59M,0.48
12-Jul-17,972.35,974.95,981.5,968.75,3.14M,-0.31
11-Jul-17,975.35,956.65,989.5,956.65,5.77M,1.91
10-Jul-17,957.05,945,"1,028.90",937.3,847.55K,2.31
7-Jul-17,935.4,943.85,945.45,933.05,2.89M,-1.22
6-Jul-17,947,945,957,944.2,1.91M,-0.41
5-Jul-17,950.9,959,959,945.4,2.11M,-1.17
4-Jul-17,962.15,953.85,970,949.4,2.58M,1.08
3-Jul-17,951.9,941.1,955,934.6,2.54M,1.75
30-Jun-17,935.55,930.8,938,929,2.11M,0.58
29-Jun-17,930.2,930.2,947.95,926.6,7.96M,0.59
28-Jun-17,924.7,932.8,933,921,2.95M,-0.25
27-Jun-17,927.05,945,948,923.75,3.45M,-1.72
23-Jun-17,943.25,945,949.15,938,3.20M,0.33
22-Jun-17,940.15,947.7,968.7,935.1,4.73M,-0.34
21-Jun-17,943.35,945,949,936.05,1.87M,-0.02
20-Jun-17,943.55,935,946.9,934.05,2.59M,1.47
19-Jun-17,929.85,939.95,940.25,928,3.43M,-1.11
16-Jun-17,940.25,949.1,953.85,936,5.47M,-1.24
15-Jun-17,952.1,959.65,967.95,949.6,2.76M,-0.68
14-Jun-17,958.6,960,961.9,951.2,3.72M,0.08
13-Jun-17,957.8,953.5,962.95,951.6,2.47M,-0.63
12-Jun-17,963.85,943.35,965.2,940.1,4.30M,1.61
9-Jun-17,948.6,938.55,950.95,923,7.38M,-0.82
8-Jun-17,956.45,962.95,962.95,948.15,3.10M,-0.5
7-Jun-17,961.3,985,988.9,945,6.23M,-1.84
6-Jun-17,979.35,965,987.5,964.4,3.50M,2.15
5-Jun-17,958.75,970,972,957.05,2.73M,-1.1
2-Jun-17,969.45,973.4,975.45,964.2,1.96M,-0.2
1-Jun-17,971.4,969.3,979.7,958.55,2.75M,-0.58
31-May-17,977.05,993.55,993.55,974.85,3.88M,-1.92
30-May-17,996.2,982,"1,000.00",978.65,1.86M,1.12
29-May-17,985.15,990.9,996.7,975.7,3.15M,-1.06
26-May-17,995.7,987,"1,000.00",980.6,2.49M,1.26
25-May-17,983.3,961,986.6,961,5.22M,2.98
24-May-17,954.8,960,965.5,949.6,2.82M,-0.26
23-May-17,957.3,964.65,967,954.1,2.02M,-0.43
22-May-17,961.45,958.4,966.9,956.55,2.75M,0.37
19-May-17,957.95,961.5,962.7,947.85,2.13M,-0.4
18-May-17,961.75,943,973.9,942.85,4.03M,0.94
17-May-17,952.8,951.6,958.45,943.85,1.46M,-0.23
16-May-17,955,953.1,960.15,946.95,3.07M,0.36
15-May-17,951.55,963.5,963.5,949.1,3.65M,-1.32
12-May-17,964.25,953,966,951.45,5.49M,2.13
11-May-17,944.1,946.85,949.85,937.55,1.61M,0.05
10-May-17,943.65,947.15,950,937.15,1.68M,-0.32
9-May-17,946.65,950.6,951.95,942.1,2.82M,0.12
8-May-17,945.5,938,948.55,932,2.35M,1.5
5-May-17,931.5,936,937.35,920,2.22M,-0.66
4-May-17,937.65,937,939.65,928.9,2.64M,0.36
3-May-17,934.3,926.5,939.1,917.65,2.33M,1.27
2-May-17,922.6,924,926.4,915.1,1.62M,0.4
28-Apr-17,918.95,926.85,927.4,915.6,2.51M,-0.68
27-Apr-17,925.25,916,929,916,3.90M,1.2
26-Apr-17,914.25,929.95,935.55,910.2,4.54M,-1.62
25-Apr-17,929.35,925.9,933,920.55,2.37M,0.3
24-Apr-17,926.55,917.5,928.5,913,2.78M,0.31
21-Apr-17,923.7,934.8,934.8,921.1,1.79M,-0.39
20-Apr-17,927.3,921.5,929.7,918.55,2.27M,0.88
19-Apr-17,919.2,923,930,912.65,5.04M,-0.37
18-Apr-17,922.65,924.75,934,919.1,2.32M,-0.24
17-Apr-17,924.9,930,932.1,923.5,3.61M,-0.7
13-Apr-17,931.4,970,990,926.65,15.49M,-3.87
12-Apr-17,968.85,970,976.9,960.35,3.35M,0.18
11-Apr-17,967.15,956.05,971.7,956.05,4.33M,1.44
10-Apr-17,953.4,984.9,989.5,950.1,4.76M,-2.87
7-Apr-17,981.55,"1,000.90","1,000.90",979,3.20M,-1.81
6-Apr-17,999.6,998.15,"1,005.80",992,2.69M,0.37
5-Apr-17,995.95,"1,005.00","1,005.40",991,3.70M,-1.27
3-Apr-17,"1,008.80","1,032.15","1,032.45","1,006.10",2.16M,-1.32
31-Mar-17,"1,022.25","1,023.25","1,029.30","1,008.00",7.08M,-0.32
30-Mar-17,"1,025.50","1,034.00","1,035.90","1,020.25",6.08M,-0.62
29-Mar-17,"1,031.85","1,034.30","1,041.50","1,025.85",3.49M,-0.32
28-Mar-17,"1,035.15","1,031.50","1,039.00","1,030.05",2.40M,0.61
27-Mar-17,"1,028.85","1,027.20","1,041.85","1,024.50",3.84M,-0.25
24-Mar-17,"1,031.40","1,038.00","1,044.00","1,027.70",2.44M,-0.87
23-Mar-17,"1,040.45","1,028.25","1,043.00","1,026.60",2.25M,1.24
22-Mar-17,"1,027.70","1,022.45","1,039.95","1,020.40",2.00M,-0.5
21-Mar-17,"1,032.85","1,020.90","1,034.95","1,018.80",2.43M,1.11
20-Mar-17,"1,021.50","1,026.55","1,026.55","1,015.10",2.21M,-1.81
17-Mar-17,"1,040.30","1,035.40","1,042.90","1,019.25",4.75M,1.11
16-Mar-17,"1,028.85","1,013.30","1,031.70","1,013.30",3.35M,1.67
15-Mar-17,"1,011.95","1,034.90","1,034.90","1,007.50",3.19M,-2.21
14-Mar-17,"1,034.80","1,022.80","1,041.90","1,022.80",3.94M,1.27
10-Mar-17,"1,021.85","1,015.00","1,027.65","1,013.40",2.28M,1.02
9-Mar-17,"1,011.55","1,007.80","1,013.00",999,1.74M,0.37
8-Mar-17,"1,007.80","1,016.90","1,016.90","1,004.45",3.09M,-1.18
7-Mar-17,"1,019.80","1,022.00","1,025.80","1,014.70",2.32M,-1.36
6-Mar-17,"1,033.90","1,020.05","1,035.95","1,019.70",2.64M,0.26
3-Mar-17,"1,031.20","1,010.25","1,034.30","1,000.40",2.70M,0.77
2-Mar-17,"1,023.30","1,024.40","1,028.00","1,016.50",1.47M,-0.18
1-Mar-17,"1,025.15","1,012.00","1,027.00","1,010.10",2.14M,1.26
28-Feb-17,"1,012.40","1,011.85","1,022.70","1,009.25",2.97M,0
27-Feb-17,"1,012.40","1,007.30","1,023.00","1,006.95",2.66M,0.35
23-Feb-17,"1,008.85",998.9,"1,020.00",993.35,4.77M,1.89
22-Feb-17,990.15,"1,015.00","1,015.00",986.4,3.30M,-2.31
21-Feb-17,"1,013.60","1,022.10","1,024.50","1,000.05",3.81M,0.33
20-Feb-17,"1,010.25",996.5,"1,031.00",993.5,2.33M,1.01
17-Feb-17,"1,000.10","1,013.75","1,013.75",992.7,2.43M,-1.19
16-Feb-17,"1,012.10",991,"1,013.90",990.05,6.41M,3.09
15-Feb-17,981.8,989.2,998.8,968.8,3.63M,-0.6
14-Feb-17,987.7,980,989,972.35,4.67M,0.34
13-Feb-17,984.35,972.85,986.1,962.85,6.86M,1.66
10-Feb-17,968.3,946.25,972,943.3,6.13M,2.36
9-Feb-17,946,937,950,936.55,5.95M,1.01
8-Feb-17,936.5,936,944.1,932.45,3.16M,-0.61
7-Feb-17,942.25,933,949.8,928.55,4.63M,0.75
6-Feb-17,935.25,937.25,943.75,930.55,3.36M,-0.09
3-Feb-17,936.1,933.8,940.9,921.05,4.21M,0.02
2-Feb-17,935.9,917,945,910.1,5.91M,2.09
1-Feb-17,916.75,921.1,923.2,905.15,5.77M,-1.28
31-Jan-17,928.6,941.5,941.5,904.35,12.03M,-2.19
30-Jan-17,949.35,937.5,951.5,928.85,5.68M,0.76
27-Jan-17,942.15,933.85,947.55,901.15,5.32M,0.59
25-Jan-17,936.6,946.1,946.8,934.8,4.99M,-0.95
24-Jan-17,945.55,950,950,940.1,3.41M,-0.75
23-Jan-17,952.7,945,958,940,3.97M,0.42
20-Jan-17,948.7,950,953.15,946,4.56M,-0.98
19-Jan-17,958.1,951,959.6,948.1,4.44M,0.77
18-Jan-17,950.8,958.1,961,949.8,2.98M,-0.48
17-Jan-17,955.4,956.25,964,952.4,2.78M,-0.03
16-Jan-17,955.65,965,965.45,952.45,6.18M,-2.06
13-Jan-17,975.8,"1,030.00","1,040.00",962.7,15.64M,-2.42
12-Jan-17,"1,000.05",977.55,"1,004.40",977.55,5.93M,3.19
11-Jan-17,969.1,974.2,978.45,963.95,6.12M,-0.15
10-Jan-17,970.55,977,981,967.95,5.97M,0.02
9-Jan-17,970.35,972.25,976.95,965,5.27M,-0.2
6-Jan-17,972.25,994.9,998.85,968.05,7.20M,-2.4
5-Jan-17,996.15,"1,001.60","1,009.50",988.75,4.10M,-0.16
4-Jan-17,997.75,995.05,"1,004.20",992.25,3.54M,0.39
3-Jan-17,993.85,"1,004.10","1,004.90",982,3.39M,-0.72
2-Jan-17,"1,001.10","1,011.10","1,012.95",999.35,1.17M,-0.94
30-Dec-16,"1,010.60",998,"1,012.00",992.75,3.63M,1.84
29-Dec-16,992.35,"1,003.75","1,008.00",988.15,3.12M,-0.62
28-Dec-16,998.5,"1,002.95","1,009.80",995,2.74M,-0.05
27-Dec-16,998.95,982.75,"1,001.90",980,2.46M,1.65
26-Dec-16,982.75,988,994,975.1,1.61M,-0.58
23-Dec-16,988.45,984.9,"1,006.60",973.6,3.65M,0.38
22-Dec-16,984.7,"1,002.50","1,007.00",969.5,3.53M,-1.68
21-Dec-16,"1,001.55","1,016.00","1,022.00",998.25,3.67M,-1.05
20-Dec-16,"1,012.15","1,002.00","1,019.00","1,001.30",3.82M,0.75
19-Dec-16,"1,004.65","1,006.10","1,008.25",994.1,2.06M,-0.05
16-Dec-16,"1,005.15","1,003.80","1,009.70",997.75,3.22M,1.29
15-Dec-16,992.35,997.4,"1,018.95",989,3.98M,-0.74
14-Dec-16,999.75,991,"1,004.95",984.1,2.69M,0.96
13-Dec-16,990.2,980.5,992.85,971.1,2.43M,1.31
12-Dec-16,977.35,982.8,982.8,965.2,2.67M,-1.21
9-Dec-16,989.35,985,"1,008.15",981.5,4.32M,0.48
8-Dec-16,984.65,970.05,986.1,970.05,2.97M,1.89
7-Dec-16,966.4,968,973,960.2,1.69M,-0.01
6-Dec-16,966.5,961.8,979.5,961.65,1.78M,0.5
5-Dec-16,961.65,965.9,968.6,958,1.83M,-0.3
2-Dec-16,964.5,964.8,969.6,961.1,2.23M,-1.14
1-Dec-16,975.6,976,983.55,967,2.31M,0.01
30-Nov-16,975.55,973,977,961.05,4.25M,0.3
29-Nov-16,972.6,978.8,984.7,967.1,3.06M,-0.73
28-Nov-16,979.75,979.3,983.45,970.6,3.68M,0.23
25-Nov-16,977.5,930.45,985,930.45,6.32M,5.07
24-Nov-16,930.3,928.2,939.9,923.3,8.39M,1.09
23-Nov-16,920.25,922.1,922.9,912.45,4.13M,0.66
22-Nov-16,914.2,916.9,928.65,911.65,2.74M,0.34
21-Nov-16,911.1,926.9,926.9,906.95,3.97M,-0.97
18-Nov-16,920,930,933.25,917.5,3.02M,-1.05
17-Nov-16,929.8,934.25,949,926.4,2.85M,-1.18
16-Nov-16,940.9,930,956.85,928.55,6.11M,1.88
15-Nov-16,923.55,924,939.95,908.55,4.62M,0.22
11-Nov-16,921.55,940,945,918.7,3.55M,-1.9
10-Nov-16,939.4,962.5,962.5,935,3.64M,-1.97
9-Nov-16,958.3,930,974.6,901,6.38M,-2.47
8-Nov-16,982.6,986.9,987.75,970.6,2.63M,0.48
7-Nov-16,977.95,985,986,975,2.27M,0.72
4-Nov-16,971,967,979.2,961,3.00M,0.43
3-Nov-16,966.85,981.05,982,965.1,2.61M,-1.45
2-Nov-16,981.05,984.8,987.5,980,2.69M,-0.85
1-Nov-16,989.45,"1,006.80","1,006.80",986.4,3.17M,-1.26
30-Oct-16,"1,002.10","1,001.00","1,005.95",999.8,319.04K,0.46
28-Oct-16,997.5,"1,005.20","1,010.00",993.15,2.92M,-0.6
27-Oct-16,"1,003.50","1,017.90","1,017.95","1,001.10",3.61M,-1.06
26-Oct-16,"1,014.20","1,017.00","1,019.85","1,009.30",1.39M,-0.29
25-Oct-16,"1,017.20","1,036.50","1,038.90","1,015.20",2.82M,-0.96
24-Oct-16,"1,027.10","1,037.50","1,042.70","1,025.50",1.45M,-1.08
21-Oct-16,"1,038.30","1,035.00","1,041.00","1,022.50",1.93M,0.16
20-Oct-16,"1,036.65","1,044.75","1,050.70","1,033.80",1.77M,-0.49
19-Oct-16,"1,041.80","1,042.00","1,045.70","1,036.00",1.75M,0.26
18-Oct-16,"1,039.05","1,030.00","1,040.50","1,027.30",3.19M,1.63
17-Oct-16,"1,022.40","1,034.95","1,041.80","1,017.35",4.01M,-0.46
14-Oct-16,"1,027.15","1,052.90","1,082.70",996.25,16.73M,-2.39
13-Oct-16,"1,052.35","1,021.40","1,058.00","1,021.40",4.89M,2.17
10-Oct-16,"1,029.95","1,017.00","1,031.75","1,010.00",2.71M,1.72
7-Oct-16,"1,012.55","1,029.95","1,033.80","1,010.10",3.14M,-1.45
6-Oct-16,"1,027.40","1,045.00","1,045.00","1,025.95",1.86M,-1.35
5-Oct-16,"1,041.50","1,049.20","1,049.85","1,037.00",1.15M,-0.73
4-Oct-16,"1,049.20","1,040.00","1,051.40","1,038.30",2.53M,1.07
3-Oct-16,"1,038.10","1,035.50","1,040.00","1,026.10",1.83M,0.2
30-Sep-16,"1,036.05","1,031.10","1,043.90","1,031.10",3.25M,0.67
29-Sep-16,"1,029.20","1,044.95","1,044.95","1,024.00",4.45M,-0.94
28-Sep-16,"1,038.95","1,040.00","1,042.30","1,033.25",2.72M,-0.08
27-Sep-16,"1,039.75","1,035.05","1,049.90","1,033.35",3.26M,0.37
26-Sep-16,"1,035.90","1,042.75","1,044.00","1,031.00",3.19M,-0.64
23-Sep-16,"1,042.55","1,057.00","1,058.80","1,040.00",2.60M,-1.53
22-Sep-16,"1,058.80","1,059.00","1,061.00","1,052.00",1.81M,0.29
21-Sep-16,"1,055.75","1,054.00","1,061.25","1,051.05",2.12M,0.53
20-Sep-16,"1,050.15","1,053.30","1,057.15","1,045.75",2.11M,-1.04
19-Sep-16,"1,061.20","1,046.00","1,068.90","1,041.35",2.90M,0.1
16-Sep-16,"1,060.15","1,049.00","1,064.50","1,038.10",4.97M,1.72
15-Sep-16,"1,042.20","1,045.60","1,046.80","1,035.35",2.35M,-0.33
14-Sep-16,"1,045.60","1,053.95","1,057.80","1,040.65",2.58M,-0.8
12-Sep-16,"1,054.00","1,025.25","1,058.00","1,025.25",3.10M,1.79
9-Sep-16,"1,035.50","1,037.00","1,041.00","1,026.55",2.53M,-0.21
8-Sep-16,"1,037.65","1,045.00","1,045.00","1,024.00",4.55M,-1.58
7-Sep-16,"1,054.35","1,048.00","1,059.00","1,044.00",3.71M,0.89
6-Sep-16,"1,045.00","1,038.25","1,048.90","1,035.60",4.11M,1.27
2-Sep-16,"1,031.85","1,039.05","1,040.00","1,026.20",1.67M,-0.55
1-Sep-16,"1,037.55","1,038.00","1,040.45","1,032.00",1.44M,0.16
31-Aug-16,"1,035.85","1,037.10","1,045.75","1,027.80",5.57M,-0.44
30-Aug-16,"1,040.40","1,032.45","1,045.00","1,025.00",2.19M,1.72
29-Aug-16,"1,022.80","1,017.60","1,030.00","1,011.00",2.61M,0.25
26-Aug-16,"1,020.25","1,036.00","1,046.00","1,017.05",3.44M,-1.53
25-Aug-16,"1,036.15","1,055.00","1,057.60","1,032.10",2.40M,-2.01
24-Aug-16,"1,057.40","1,047.00","1,062.05","1,047.00",3.06M,1.71
23-Aug-16,"1,039.65","1,020.10","1,042.00","1,020.10",3.70M,2.38
22-Aug-16,"1,015.45","1,018.00","1,030.00","1,009.10",5.13M,-0.57
19-Aug-16,"1,021.30","1,030.00","1,039.00","1,018.45",2.84M,-0.21
18-Aug-16,"1,023.40","1,036.50","1,039.10","1,021.50",4.22M,-0.96
17-Aug-16,"1,033.30","1,049.95","1,052.65","1,030.50",3.30M,-1.76
16-Aug-16,"1,051.80","1,042.00","1,058.05","1,028.00",8.21M,-1.01
12-Aug-16,"1,062.55","1,075.05","1,078.80","1,060.00",3.72M,-1.37
11-Aug-16,"1,077.35","1,081.70","1,095.00","1,075.25",2.52M,-0.46
10-Aug-16,"1,082.35","1,076.00","1,087.90","1,075.20",2.79M,-0.1
9-Aug-16,"1,083.40","1,077.00","1,084.50","1,071.50",3.60M,0.44
8-Aug-16,"1,078.70","1,069.00","1,081.00","1,062.55",2.32M,1
5-Aug-16,"1,068.00","1,072.00","1,073.45","1,060.00",2.80M,-0.35
4-Aug-16,"1,071.80","1,086.40","1,086.90","1,070.05",2.12M,-1.21
3-Aug-16,"1,084.90","1,085.65","1,086.50","1,070.30",3.61M,0.1
2-Aug-16,"1,083.80","1,079.90","1,085.00","1,075.00",3.41M,-0.13
1-Aug-16,"1,085.25","1,071.50","1,087.85","1,068.35",4.55M,1.06
29-Jul-16,"1,073.85","1,072.60","1,076.75","1,066.50",4.08M,-0.34
28-Jul-16,"1,077.50","1,085.40","1,086.95","1,074.05",5.63M,-0.72
27-Jul-16,"1,085.35","1,084.70","1,096.50","1,078.55",3.72M,-0.31
26-Jul-16,"1,088.70","1,070.35","1,089.90","1,070.35",3.59M,0.73
25-Jul-16,"1,080.85","1,063.00","1,083.25","1,063.00",4.23M,0.78
22-Jul-16,"1,072.45","1,070.00","1,079.90","1,066.70",4.69M,-0.69
21-Jul-16,"1,079.90","1,079.00","1,087.20","1,075.60",4.33M,-0.3
20-Jul-16,"1,083.10","1,070.00","1,089.90","1,070.00",4.91M,-0.35
19-Jul-16,"1,086.95","1,088.60","1,090.00","1,074.10",5.20M,0.46
18-Jul-16,"1,081.95","1,077.25","1,084.90","1,055.15",7.17M,0.88
15-Jul-16,"1,072.55","1,189.50","1,189.90","1,052.00",30.74M,-8.82
14-Jul-16,"1,176.25","1,195.00","1,196.05","1,164.00",3.71M,-1.47
13-Jul-16,"1,193.80","1,180.00","1,195.80","1,175.20",2.64M,1.47
12-Jul-16,"1,176.55","1,180.00","1,180.35","1,168.00",3.10M,0.13
11-Jul-16,"1,175.05","1,167.40","1,178.70","1,160.00",3.33M,1.45
8-Jul-16,"1,158.20","1,163.00","1,167.00","1,153.50",2.78M,0.08
7-Jul-16,"1,157.25","1,168.70","1,171.00","1,155.00",2.98M,-1.55
5-Jul-16,"1,175.45","1,185.00","1,187.50","1,171.05",1.80M,-0.72
4-Jul-16,"1,183.95","1,176.20","1,194.60","1,176.20",2.69M,0.99
1-Jul-16,"1,172.40","1,180.00","1,180.00","1,170.10",2.00M,0.14
30-Jun-16,"1,170.80","1,180.50","1,184.50","1,167.95",4.67M,-0.51
29-Jun-16,"1,176.85","1,169.00","1,179.90","1,160.20",2.73M,1.53
28-Jun-16,"1,159.15","1,162.80","1,172.50","1,155.10",3.83M,-0.6
27-Jun-16,"1,166.20","1,172.05","1,183.20","1,160.00",2.79M,-2.37
24-Jun-16,"1,194.55","1,188.00","1,199.00","1,160.00",3.90M,-1.41
23-Jun-16,"1,211.60","1,197.30","1,214.85","1,193.35",1.91M,1.01
22-Jun-16,"1,199.50","1,204.00","1,211.95","1,188.15",1.52M,-0.55
21-Jun-16,"1,206.10","1,211.20","1,214.80","1,195.65",2.38M,-0.22
20-Jun-16,"1,208.75","1,181.00","1,211.80","1,179.70",3.11M,2.48
17-Jun-16,"1,179.50","1,189.00","1,192.75","1,175.10",4.26M,-0.55
16-Jun-16,"1,186.00","1,189.50","1,189.50","1,170.10",2.65M,-0.33
15-Jun-16,"1,189.95","1,183.70","1,192.65","1,179.05",3.36M,1.27
14-Jun-16,"1,175.00","1,182.40","1,182.40","1,167.25",1.47M,-0.5
13-Jun-16,"1,180.90","1,176.80","1,184.90","1,166.00",2.64M,0.03
10-Jun-16,"1,180.60","1,175.40","1,190.00","1,170.10",3.19M,-0.41
9-Jun-16,"1,185.50","1,226.25","1,226.25","1,180.05",6.37M,-4.25
8-Jun-16,"1,238.10","1,263.95","1,263.95","1,235.35",4.37M,-1.53
7-Jun-16,"1,257.40","1,267.00","1,272.50","1,255.10",2.85M,-0.74
6-Jun-16,"1,266.75","1,264.90","1,277.00","1,261.10",2.11M,-0.01
3-Jun-16,"1,266.90","1,260.05","1,279.30","1,260.05",2.00M,0.42
2-Jun-16,"1,261.55","1,255.00","1,274.90","1,254.00",2.53M,0.27
1-Jun-16,"1,258.20","1,246.05","1,268.50","1,246.00",2.42M,0.76
31-May-16,"1,248.65","1,265.00","1,266.75","1,239.00",6.89M,-1.49
30-May-16,"1,267.60","1,241.50","1,272.00","1,241.50",2.64M,1.61
27-May-16,"1,247.50","1,231.60","1,259.50","1,231.60",3.09M,1.08
26-May-16,"1,234.15","1,210.10","1,239.80","1,210.10",3.07M,2.11
25-May-16,"1,208.65","1,194.10","1,213.10","1,194.10",1.93M,1.76
24-May-16,"1,187.75","1,191.05","1,191.75","1,177.60",1.74M,-0.02
23-May-16,"1,188.00","1,203.40","1,205.15","1,185.00",2.29M,-1.13
20-May-16,"1,201.60","1,205.00","1,219.50","1,200.00",2.00M,-0.34
19-May-16,"1,205.75","1,210.95","1,216.15","1,201.00",1.98M,-0.34
18-May-16,"1,209.85","1,199.00","1,214.00","1,197.90",2.13M,-0.36
17-May-16,"1,214.25","1,220.00","1,225.75","1,208.15",1.90M,-0.06
16-May-16,"1,215.00","1,210.20","1,223.65","1,205.00",2.27M,0.64
13-May-16,"1,207.25","1,206.00","1,210.00","1,192.15",2.83M,-0.23
12-May-16,"1,210.00","1,203.90","1,213.00","1,196.80",1.70M,0.68
11-May-16,"1,201.85","1,198.50","1,214.70","1,192.50",1.85M,-0.9
10-May-16,"1,212.80","1,202.50","1,216.65","1,196.60",1.70M,1.15
9-May-16,"1,199.05","1,182.00","1,201.55","1,180.60",2.56M,1.49
6-May-16,"1,181.50","1,189.80","1,189.80","1,177.05",1.30M,-0.92
5-May-16,"1,192.45","1,195.15","1,199.00","1,181.10",3.15M,0.3
4-May-16,"1,188.85","1,181.00","1,193.00","1,170.65",2.91M,0.94
