Date,Price,Open,High,Low,Vol.,Change %
16-Feb-16,195.9,201.87,202.86,194.68,10.58M,-2.7
15-Feb-16,201.34,200.88,202.86,197.83,12.02M,1.2
12-Feb-16,198.95,198.36,202.3,198.12,13.20M,0.52
11-Feb-16,197.93,205.98,205.98,197.2,14.04M,-3.38
10-Feb-16,204.85,206.91,207.47,203.53,7.87M,-1.09
9-Feb-16,207.11,207.67,208,205.35,11.47M,-0.9
8-Feb-16,209,215.33,215.39,208.33,6.27M,-2.68
5-Feb-16,214.76,214.13,216.09,213.47,6.50M,0.67
4-Feb-16,213.34,213.74,215.2,212.81,3.19M,-0.05
3-Feb-16,213.44,213.31,214.96,211.88,4.92M,-0.71
2-Feb-16,214.96,214.73,216.06,213.11,7.07M,-0.16
1-Feb-16,215.3,211.25,215.46,208.73,7.35M,1.42
29-Jan-16,212.28,214.04,216.12,210.06,12.50M,0.52
28-Jan-16,211.18,207.31,213.37,206.61,13.89M,1.79
27-Jan-16,207.47,205.15,208.3,203.49,8.51M,1.15
25-Jan-16,205.12,202.43,206.74,201.57,9.33M,0.21
22-Jan-16,204.69,204.85,207.34,200.61,15.24M,0.77
21-Jan-16,203.13,206.61,206.61,201.31,12.56M,-0.83
20-Jan-16,204.82,205.78,212.15,202.2,9.64M,-1.62
19-Jan-16,208.2,209,210.49,206.81,6.84M,-0.43
18-Jan-16,209.1,208.1,211.25,207.67,11.83M,0.48
15-Jan-16,208.1,208.9,210.42,207.04,7.98M,-1.06
14-Jan-16,210.32,207.94,211.32,207.01,11.49M,0.47
13-Jan-16,209.33,210.39,212.41,208.6,6.86M,0.19
12-Jan-16,208.93,209,210.09,207.17,6.95M,-0.29
11-Jan-16,209.53,205.52,210.02,205.35,6.88M,0.76
8-Jan-16,207.94,206.31,210.16,205.35,9.84M,1.31
7-Jan-16,205.25,208.04,208.04,204.62,11.81M,-1.75
6-Jan-16,208.9,216.79,216.79,208.53,15.23M,-3
5-Jan-16,215.36,215.53,216.39,214.83,5.82M,-0.08
4-Jan-16,215.53,215.79,216.19,213.17,5.91M,-0.73
1-Jan-16,217.12,217.18,218.11,215.89,1.48M,-0.09
31-Dec-15,217.32,215.79,218.78,214.37,8.03M,0.38
30-Dec-15,216.49,216.46,217.12,214.96,4.80M,0.52
29-Dec-15,215.36,216.42,217.45,214.37,4.44M,-0.42
28-Dec-15,216.26,213.94,216.82,213.77,9.08M,0.77
24-Dec-15,214.6,214.13,215.3,212.54,3.66M,0.68
23-Dec-15,213.14,213.47,214.8,212.15,5.27M,0.39
22-Dec-15,212.31,215.49,215.79,211.81,6.09M,-1.93
21-Dec-15,216.49,212.15,217.09,210.19,8.04M,2.98
18-Dec-15,210.22,212.74,214.13,209.76,14.23M,-1.06
17-Dec-15,212.48,211.95,213.31,209.69,8.68M,0.39
16-Dec-15,211.65,214.13,215.23,210.89,7.80M,-1.14
15-Dec-15,214.1,212.15,214.73,210.82,10.09M,0.89
14-Dec-15,212.21,212.15,213.74,210.26,7.29M,-0.28
11-Dec-15,212.81,212.81,213.77,209.1,9.01M,-0.08
10-Dec-15,212.97,210.49,213.31,210.16,8.33M,1.21
9-Dec-15,210.42,211.81,211.81,209,15.07M,0.84
8-Dec-15,208.67,206.18,210.95,205.91,19.00M,0.38
7-Dec-15,207.87,222.09,222.69,205.88,50.87M,-6.67
4-Dec-15,222.72,226.27,226.57,222.09,13.62M,-2.16
3-Dec-15,227.63,229.45,230.64,226.93,5.59M,-1.73
2-Dec-15,231.64,229.38,231.87,227,4.64M,0.91
1-Dec-15,229.55,228.85,230.05,226.07,10.13M,1.08
30-Nov-15,227.1,227.53,229.91,225.77,17.26M,-0.52
27-Nov-15,228.29,228.32,228.72,224.64,5.68M,0.45
26-Nov-15,227.26,222.85,228.72,221.99,9.42M,2.05
24-Nov-15,222.69,224.84,225.14,220.3,13.09M,-0.4
23-Nov-15,223.58,227.63,228.62,222.92,8.99M,-2.09
20-Nov-15,228.36,233.53,233.53,227.46,9.86M,-2.16
19-Nov-15,233.39,232.03,234.02,231.24,16.94M,1.21
18-Nov-15,230.61,232.7,232.8,228.12,9.97M,-0.36
17-Nov-15,231.44,226.86,232.2,224.81,11.57M,3.19
16-Nov-15,224.28,218.78,224.74,218.51,8.77M,2.58
13-Nov-15,218.64,219.04,221.29,216.85,18.63M,-1.33
11-Nov-15,221.59,224.68,224.74,220.83,793.04K,-0.74
10-Nov-15,223.25,225.94,228.75,222.19,7.23M,-1.84
9-Nov-15,227.43,219.77,228.06,219.01,12.00M,1.59
6-Nov-15,223.88,222.52,225.04,222.09,4.46M,0.16
5-Nov-15,223.52,221.43,224.87,220.93,5.39M,0.44
4-Nov-15,222.55,223.32,224.21,221.43,4.98M,0.25
3-Nov-15,221.99,223.28,224.68,220.63,3.91M,-0.7
2-Nov-15,223.55,220.76,225.21,218.74,10.33M,0.76
30-Oct-15,221.86,233,233,219.37,27.78M,-4.38
29-Oct-15,232.03,235.42,236.01,230.11,7.64M,-1.47
28-Oct-15,235.48,234.92,237.97,234.69,9.71M,-0.22
27-Oct-15,236.01,235.15,236.64,234.19,14.94M,-0.14
26-Oct-15,236.34,237.9,238.53,235.35,7.90M,-0.52
23-Oct-15,237.57,232.1,237.97,232.1,8.72M,2.81
21-Oct-15,231.07,231.44,232.03,230.48,5.47M,-0.03
20-Oct-15,231.14,232.37,232.86,230.58,7.39M,-0.67
19-Oct-15,232.7,230.71,233.36,228.85,11.19M,0.63
16-Oct-15,231.24,230.74,232.03,227.73,9.64M,-0.17
15-Oct-15,231.64,228.06,233.63,227.82,9.50M,1.54
14-Oct-15,228.12,228.19,229.15,227.06,9.08M,0.01
13-Oct-15,228.09,225.41,229.32,225.17,7.01M,0.97
12-Oct-15,225.9,227.43,230.97,224.64,6.07M,-0.79
9-Oct-15,227.69,226,228.59,225.54,5.53M,1.28
8-Oct-15,224.81,229.88,229.88,222.36,9.37M,-2.35
7-Oct-15,230.21,228.02,232.03,226.93,10.71M,1.28
6-Oct-15,227.29,220.1,227.82,217.98,10.72M,4.05
5-Oct-15,218.44,218.78,219.77,216.65,9.32M,0.22
1-Oct-15,217.95,216.82,221.33,216.82,6.21M,-0.01
30-Sep-15,217.98,213.47,218.68,212.15,13.46M,2.62
29-Sep-15,212.41,211.45,215.46,210.16,8.30M,0.36
28-Sep-15,211.65,214.23,215.46,211.09,6.36M,-1.02
24-Sep-15,213.84,208.7,214.37,208.5,14.12M,2.04
23-Sep-15,209.56,203.53,211.52,203.53,11.65M,1.27
22-Sep-15,206.94,209.43,210.99,205.52,14.94M,-0.67
21-Sep-15,208.33,209.76,210.36,207.77,6.80M,-1.18
18-Sep-15,210.82,215.46,217.45,208.67,12.83M,-1.29
16-Sep-15,213.57,211.25,214.04,210.29,5.59M,1.5
15-Sep-15,210.42,207.51,210.75,207.17,5.17M,1.19
14-Sep-15,207.94,208,208.96,206.58,7.47M,-0.03
11-Sep-15,208,208.63,209.59,206.94,6.71M,0.13
10-Sep-15,207.74,206.18,209.36,205.75,8.97M,-0.33
9-Sep-15,208.43,209,209.76,207.41,6.12M,0.48
8-Sep-15,207.44,207.57,209.23,205.72,10.24M,-0.17
7-Sep-15,207.8,209.69,211.81,206.28,7.11M,-1.15
4-Sep-15,210.22,212.15,213.14,208.67,15.72M,-0.91
3-Sep-15,212.15,211.72,215.26,211.55,10.09M,-0.03
2-Sep-15,212.21,211.42,214.17,208.93,13.01M,1.47
1-Sep-15,209.13,213.8,214.73,208.37,9.47M,-2.98
31-Aug-15,215.56,215.3,217.78,213.21,9.63M,-0.57
28-Aug-15,216.79,218.34,218.34,215.26,9.73M,0.4
27-Aug-15,215.92,214.47,217.15,209.73,20.04M,2.53
26-Aug-15,210.59,210.55,212.71,207.9,16.16M,-0.7
25-Aug-15,212.08,213.51,216.22,207.17,21.28M,-0.09
24-Aug-15,212.28,212.84,218.44,209.23,16.49M,-3.19
21-Aug-15,219.27,218.08,219.64,213.97,17.77M,0.43
20-Aug-15,218.34,210.89,219.01,209.73,18.01M,3.93
19-Aug-15,210.09,208.17,210.82,204.85,7.37M,0.65
18-Aug-15,208.73,209.83,211.22,207.24,9.08M,-0.65
17-Aug-15,210.09,211.68,212.01,209.16,4.33M,-0.39
14-Aug-15,210.92,210.49,212.31,208.57,7.60M,0.57
13-Aug-15,209.73,210.42,211.95,200.88,6.64M,-0.12
12-Aug-15,209.99,212.15,212.15,209.49,11.93M,-1.05
11-Aug-15,212.21,212.21,213.41,209.73,5.32M,-0.27
10-Aug-15,212.78,215.13,216.95,211.72,5.58M,-1.08
7-Aug-15,215.1,214.8,215.86,213.47,4.47M,-0.55
6-Aug-15,216.29,219.14,219.44,214.8,8.46M,-1.67
5-Aug-15,219.97,218.71,220.8,216.52,5.71M,0.58
4-Aug-15,218.71,219.74,219.8,215.16,9.94M,-0.5
3-Aug-15,219.8,216.12,221.1,215.53,14.35M,1.7
31-Jul-15,216.12,210.79,217.05,209.03,16.32M,3.18
30-Jul-15,209.46,201.54,210.72,198.89,19.97M,3.93
29-Jul-15,201.54,206.18,206.84,199.28,9.36M,-2.31
28-Jul-15,206.31,206.81,208.1,205.22,6.54M,-0.15
27-Jul-15,206.61,206.51,207.74,205.38,5.12M,-0.92
24-Jul-15,208.53,208.83,209.23,207.17,4.04M,-0.18
23-Jul-15,208.9,208.9,210.46,206.84,5.42M,0.19
22-Jul-15,208.5,206.91,210.79,205.98,7.76M,0.35
21-Jul-15,207.77,212.48,213.77,207.17,6.81M,-2.22
20-Jul-15,212.48,213.34,214.43,211.62,4.76M,-0.56
17-Jul-15,213.67,211.18,214.73,210.59,5.91M,1.37
16-Jul-15,210.79,208.7,212.08,207.04,5.62M,1.26
15-Jul-15,208.17,206.41,208.96,206.41,5.48M,0.55
14-Jul-15,207.04,208.14,209.83,205.95,5.26M,-0.73
13-Jul-15,208.57,207.51,209.76,204.82,6.38M,1.52
10-Jul-15,205.45,204.85,206.64,203.23,7.22M,-0.22
9-Jul-15,205.91,207.37,208.76,205.42,6.46M,-0.75
8-Jul-15,207.47,208.93,209.49,205.12,11.18M,-1.39
7-Jul-15,210.39,211.25,211.68,209.56,7.31M,-0.33
6-Jul-15,211.09,207.44,211.25,206.84,4.26M,0.89
3-Jul-15,209.23,208.37,210.09,207.07,4.93M,0.18
2-Jul-15,208.86,208.23,210.36,207.84,6.32M,0.46
1-Jul-15,207.9,209,209.76,207.17,8.52M,-0.49
30-Jun-15,208.93,205.65,210.06,204.22,11.21M,1.68
29-Jun-15,205.48,202.33,206.15,201.37,9.36M,0.65
26-Jun-15,204.16,207.07,207.07,203.56,5.30M,-1.41
25-Jun-15,207.07,205.91,209.13,205.35,10.48M,-0.42
24-Jun-15,207.94,208.96,210.89,206.21,7.10M,-0.28
23-Jun-15,208.53,205.78,208.83,203.93,7.30M,1.34
22-Jun-15,205.78,203,206.94,202,6.93M,1.77
19-Jun-15,202.2,200.74,202.5,200.48,8.43M,1.02
18-Jun-15,200.15,199.68,201.8,199.02,10.88M,0.27
17-Jun-15,199.62,197.89,200.94,197.06,10.48M,0.72
16-Jun-15,198.19,197.56,198.99,195.74,7.93M,0.15
15-Jun-15,197.89,196.9,200.71,194.91,8.36M,0.32
12-Jun-15,197.26,196.77,198.99,195.57,8.33M,0.17
11-Jun-15,196.93,200.21,200.21,195.7,11.09M,-1.35
10-Jun-15,199.62,199.28,201.14,197.96,9.50M,0.17
9-Jun-15,199.28,200.15,200.88,198.69,9.91M,-1.23
8-Jun-15,201.77,203.53,204.36,200.38,10.29M,0.01
5-Jun-15,201.74,199.85,204.12,195.57,16.95M,0.9
4-Jun-15,199.95,202.2,203.3,197.69,11.01M,-0.92
3-Jun-15,201.8,208.04,208.07,199.28,20.67M,-4.47
2-Jun-15,211.25,218.05,218.31,210.55,10.85M,-4.03
1-Jun-15,220.13,215.79,221.26,215.79,10.06M,1.51
29-May-15,216.85,213.47,218.74,211.25,19.80M,1.75
28-May-15,213.11,210.89,213.77,209.83,20.00M,1.18
27-May-15,210.62,208.83,211.32,208.17,9.13M,1.18
26-May-15,208.17,210.49,210.49,207.34,11.02M,-0.88
25-May-15,210.02,213.11,215.13,209.76,23.43M,-3.75
22-May-15,218.21,218.11,220.93,215.76,12.48M,0.53
21-May-15,217.05,220.76,221.03,216.12,7.18M,-1.37
20-May-15,220.07,220.43,221.56,219.11,5.16M,-0.18
19-May-15,220.47,219.94,222.69,219.27,8.57M,-0.13
18-May-15,220.76,216.99,221.36,216.29,6.91M,2.02
15-May-15,216.39,215.53,217.38,215.36,5.45M,0.52
14-May-15,215.26,216.79,216.79,213.74,8.04M,-0.96
13-May-15,217.35,216.69,218.64,212.81,10.63M,1.11
12-May-15,214.96,217.12,217.45,214.2,14.30M,-0.67
11-May-15,216.42,218.78,219.27,215.06,8.80M,-0.47
8-May-15,217.45,215.83,218.31,213.9,12.16M,1.69
7-May-15,213.84,211.15,214.6,209.23,10.60M,1.32
6-May-15,211.05,216.12,217.35,209.63,20.21M,-2.42
5-May-15,216.29,217.85,218.11,214.53,13.46M,-1.2
4-May-15,218.91,214.4,219.37,212.21,7.21M,2.44
30-Apr-15,213.7,217.32,217.71,212.94,20.04M,-1.77
29-Apr-15,217.55,222.12,222.75,216.99,10.09M,-2.78
28-Apr-15,223.78,228.65,228.72,221.16,10.69M,-2.12
27-Apr-15,228.62,231.31,233.23,228.19,9.37M,-0.89
24-Apr-15,230.68,226.73,232,226.17,17.32M,1.71
23-Apr-15,226.8,227.66,229.71,224.28,8.92M,-0.38
22-Apr-15,227.66,225.41,228.72,224.44,10.77M,0.42
21-Apr-15,226.7,226.63,231.17,226.07,10.89M,0.02
20-Apr-15,226.66,233.43,233.43,225.8,11.28M,-2.83
17-Apr-15,233.26,232.37,234.19,230.51,8.81M,0.5
16-Apr-15,232.1,233.92,236.28,229.81,7.87M,-1.37
15-Apr-15,235.32,234.69,237.74,232.96,17.49M,0.98
13-Apr-15,233.03,230.05,233.63,228.62,10.89M,1.4
10-Apr-15,229.81,230.05,230.44,226.9,5.59M,-0.15
9-Apr-15,230.15,229.98,231.34,228.06,7.67M,0.26
8-Apr-15,229.55,226.73,230.01,226.4,12.38M,1.66
7-Apr-15,225.8,226.13,227.39,223.42,10.55M,-0.12
6-Apr-15,226.07,218.34,226.5,218.18,19.32M,2.57
1-Apr-15,220.4,216.02,220.76,214.9,10.84M,2.03
31-Mar-15,216.02,217.98,217.98,214.8,12.28M,-0.52
30-Mar-15,217.15,211.91,218.44,211.91,16.52M,3.16
27-Mar-15,210.49,214.8,215.63,208.9,21.40M,-1.52
26-Mar-15,213.74,216.12,218.08,212.54,24.19M,-1.33
25-Mar-15,216.62,217.88,217.88,216.12,7.25M,0.06
24-Mar-15,216.49,216.85,218.64,216.12,10.72M,-0.26
23-Mar-15,217.05,216.36,218.64,215.46,11.39M,-0.02
20-Mar-15,217.09,221.23,221.23,216.39,10.57M,-1.77
19-Mar-15,221,224.41,225.97,219.77,10.46M,-0.98
18-Mar-15,223.18,226.23,226.23,222.75,8.76M,-0.99
17-Mar-15,225.41,225.07,225.84,222.92,10.94M,1.37
16-Mar-15,222.36,226.07,226.47,222.09,8.60M,-1.18
13-Mar-15,225.01,230.91,232.03,223.22,15.65M,-2.09
12-Mar-15,229.81,224.78,230.87,224.61,27.32M,2.5
11-Mar-15,224.21,225.64,225.87,223.78,12.70M,-0.1
10-Mar-15,224.44,225.41,227.2,222.16,13.04M,0.06
9-Mar-15,224.31,227.86,228.65,223.58,16.30M,-2.28
5-Mar-15,229.55,230.05,231.44,226.53,20.50M,0.58
4-Mar-15,228.22,228.72,232.57,227.33,32.17M,0.79
3-Mar-15,226.43,227.73,229.05,224.74,44.99M,-0.5
2-Mar-15,227.56,237.34,237.34,226.73,50.72M,-5.01
28-Feb-15,239.56,260.64,271.78,231.04,77.91M,-8.22
27-Feb-15,261.01,261.74,262.96,254.61,34.42M,-0.49
26-Feb-15,262.3,263.79,266.11,259.85,11.70M,-1.01
25-Feb-15,264.98,263.59,265.18,260.84,15.75M,1.01
24-Feb-15,262.33,259.88,263.86,257.66,8.24M,1.4
23-Feb-15,258.72,261.87,264.39,258.06,5.85M,-1.46
20-Feb-15,262.56,256.9,263.79,254.81,8.93M,1.74
19-Feb-15,258.06,260.51,261.01,254.31,6.98M,-1.02
18-Feb-15,260.71,255.24,266.51,255.24,13.67M,0.94
16-Feb-15,258.29,250.86,259.22,250.6,11.61M,3.06
13-Feb-15,250.63,246.09,251.43,245.33,9.03M,2.06
12-Feb-15,245.56,246.62,246.62,241.75,5.29M,-0.2
11-Feb-15,246.06,245.99,247.22,243.87,4.55M,0.34
10-Feb-15,245.23,244.03,246.62,243.24,8.01M,0.55
9-Feb-15,243.9,246.06,247.85,243.11,7.19M,-1.5
6-Feb-15,247.61,242.71,248.21,242.71,7.32M,1.25
5-Feb-15,244.56,242.58,246.69,241.12,9.48M,0.35
4-Feb-15,243.7,243.64,245.63,242.21,5.81M,0.42
3-Feb-15,242.68,239.63,243.3,239.63,6.30M,1.5
2-Feb-15,239.1,243.3,244.76,238.27,8.49M,-2.14
30-Jan-15,244.33,245.29,246.62,241.08,13.92M,-0.45
29-Jan-15,245.43,240.65,246.62,238.66,21.09M,2.18
28-Jan-15,240.19,238.66,240.95,237.04,12.32M,0.6
27-Jan-15,238.76,232.03,239.33,231.6,25.26M,3.06
23-Jan-15,231.67,234.32,235.98,231.24,16.75M,-0.34
22-Jan-15,232.47,234.02,238.53,231.27,29.63M,-0.58
21-Jan-15,233.82,247.25,247.25,231.5,32.45M,-4.96
20-Jan-15,246.02,238.07,246.52,237.4,12.01M,3.43
19-Jan-15,237.87,238.66,239.82,236.01,6.85M,-0.36
16-Jan-15,238.73,237.64,239.96,234.92,10.81M,0.62
15-Jan-15,237.27,234.09,238.6,232.63,16.05M,2.9
14-Jan-15,230.58,238.47,238.47,229.45,16.22M,-3.41
13-Jan-15,238.73,237.6,239.79,236.87,11.62M,0.63
12-Jan-15,237.24,236.97,239.56,236.08,9.87M,0.27
9-Jan-15,236.61,240.72,242.54,234.09,10.81M,-1.52
8-Jan-15,240.26,235.65,240.89,235.65,8.45M,2.5
7-Jan-15,234.39,236.68,241.32,234.02,11.96M,-1.86
6-Jan-15,238.83,244.4,244.9,238,13.09M,-2.57
5-Jan-15,245.13,244.43,246.49,243.67,8.24M,0.39
2-Jan-15,244.17,243.47,245.39,243.47,6.60M,0.32
1-Jan-15,243.4,243.7,244.56,242.64,2.54M,-0.42
31-Dec-14,244.43,244.6,245.69,243.64,3.68M,0.11
30-Dec-14,244.17,245.46,246.26,243.5,3.16M,-0.42
29-Dec-14,245.19,243.37,246.26,243.3,3.31M,0.52
26-Dec-14,243.93,247.22,247.22,242.91,2.91M,-0.93
24-Dec-14,246.22,248.28,250.9,243.47,20.62M,-0.87
23-Dec-14,248.38,247.91,250.27,247.15,5.07M,0.15
22-Dec-14,248.01,245.03,250.73,244.63,16.79M,1.44
19-Dec-14,244.5,249.24,249.24,243.64,9.43M,-1.61
18-Dec-14,248.51,250.93,250.93,241.98,6.26M,0.82
17-Dec-14,246.49,250.3,255.04,243.04,15.64M,-2.31
16-Dec-14,252.32,257.89,258.55,250.53,13.55M,-3.04
15-Dec-14,260.24,261.87,264.98,259.51,8.57M,-0.8
12-Dec-14,262.33,262.53,265.38,260.54,8.71M,-0.23
11-Dec-14,262.93,261.87,264.49,258.88,10.81M,0.4
10-Dec-14,261.87,262.36,262.86,256.13,9.29M,0.16
9-Dec-14,261.44,264.19,265.18,259.75,13.88M,-0.86
8-Dec-14,263.72,260.67,264.98,260.08,15.08M,1.65
5-Dec-14,259.45,253.91,259.88,253.68,16.28M,2.14
4-Dec-14,254.01,247.32,254.58,247.32,26.68M,5.48
3-Dec-14,240.82,242.64,242.64,236.74,7.86M,-0.7
2-Dec-14,242.51,241.58,243.24,241.05,8.59M,0.33
1-Dec-14,241.71,240.09,243.27,240.09,8.22M,0.4
28-Nov-14,240.75,239.06,242.64,238.66,10.46M,0.71
27-Nov-14,239.06,240.09,240.95,235.52,15.98M,-0.77
26-Nov-14,240.92,237.67,242.84,237.4,21.44M,2.25
25-Nov-14,235.61,248.08,251.13,231.14,25.21M,-5.22
24-Nov-14,248.58,246.62,249.24,246.62,8.57M,-0.32
21-Nov-14,249.37,245.39,249.74,245,6.65M,1.65
20-Nov-14,245.33,244.63,246.22,244.03,5.06M,0.6
19-Nov-14,243.87,245.46,250.1,243.04,12.72M,-0.65
18-Nov-14,245.46,244.8,246.42,243.64,9.54M,0.01
17-Nov-14,245.43,244.63,246.26,241.71,5.99M,0.27
14-Nov-14,244.76,244.03,245.72,243.54,7.48M,0.23
13-Nov-14,244.2,245.86,245.86,242.87,4.85M,-0.31
12-Nov-14,244.96,241.48,245.29,241.42,6.65M,1.48
11-Nov-14,241.38,245.49,246.75,240.35,7.22M,-2.05
10-Nov-14,246.42,236.01,246.95,235.81,23.58M,4.51
7-Nov-14,235.78,237.57,239,234.02,9.34M,-0.97
5-Nov-14,238.1,235.81,238.53,235.68,7.59M,1.04
3-Nov-14,235.65,236.61,237.11,234.16,7.44M,0.07
31-Oct-14,235.48,236.58,238.66,233.53,14.77M,0.09
30-Oct-14,235.28,234.09,237.17,233.03,14.85M,0.13
29-Oct-14,234.98,233.96,235.35,232.23,6.89M,1.23
28-Oct-14,232.13,232.86,233.23,231.27,4.91M,0.17
27-Oct-14,231.74,232.86,232.96,230.71,5.61M,-0.24
23-Oct-14,232.3,232.1,232.9,231.47,703.91K,0.4
22-Oct-14,231.37,233.66,234.02,231.04,8.14M,-0.67
21-Oct-14,232.93,233.43,233.96,230.71,6.48M,-0.18
20-Oct-14,233.36,235.35,237.24,232.57,8.04M,-0.55
17-Oct-14,234.65,233.29,238.6,232.93,11.28M,0.42
16-Oct-14,233.66,228.72,234.36,227.69,12.75M,1.57
14-Oct-14,230.05,232.4,233.36,227.73,7.81M,-1.01
13-Oct-14,232.4,233.96,233.96,230.18,5.51M,-0.72
10-Oct-14,234.09,241.71,242.18,233.59,5.17M,-3.39
9-Oct-14,242.31,242.68,244.17,241.22,5.98M,-0.05
8-Oct-14,242.44,240.65,243.93,240.16,8.34M,0.81
7-Oct-14,240.49,240.45,242.91,237.4,9.72M,-0.37
1-Oct-14,241.38,245.29,245.29,240.89,3.94M,-1.65
30-Sep-14,245.43,241.58,246.88,240.65,9.82M,1.12
29-Sep-14,242.71,245.76,247.22,241.65,3.01M,-1.51
26-Sep-14,246.42,248.31,249.57,244.37,10.18M,-1.31
25-Sep-14,249.7,250.27,251.86,246.82,13.12M,-0.15
24-Sep-14,250.07,245.69,251.26,245.56,10.12M,1.73
23-Sep-14,245.82,245.29,248.54,243.84,13.68M,0.01
22-Sep-14,245.79,238,246.62,236.94,12.63M,3.16
19-Sep-14,238.27,237.34,239.19,234.82,8.33M,0.2
18-Sep-14,237.8,235.42,238,234.16,6.35M,1.11
17-Sep-14,235.18,234.36,237.67,233.23,9.33M,0.45
16-Sep-14,234.12,233.1,235.55,232.03,7.80M,0.41
15-Sep-14,233.16,234.98,235.35,232.03,6.35M,-1.11
12-Sep-14,235.78,232.83,237.31,232.8,8.15M,1.27
11-Sep-14,232.83,232.73,233.99,231.7,8.81M,0.04
10-Sep-14,232.73,236.68,236.68,232.53,10.11M,-2
9-Sep-14,237.47,232.7,238.4,232.7,5.79M,1.2
8-Sep-14,234.65,234.02,235.35,232.2,6.32M,0.89
5-Sep-14,232.57,232.43,233.36,230.94,7.31M,0.12
4-Sep-14,232.3,231.77,233.92,231.44,8.79M,0.43
3-Sep-14,231.31,235.55,235.81,230.91,9.83M,-1.63
2-Sep-14,235.15,232.37,236.15,231.37,7.34M,1.18
1-Sep-14,232.4,237.34,237.34,231.8,7.07M,-1.34
28-Aug-14,235.55,233.36,236.68,233.26,12.61M,0.84
27-Aug-14,233.59,234.45,235.28,232.93,7.14M,-0.03
26-Aug-14,233.66,232,234.55,231.74,5.94M,0.9
25-Aug-14,231.57,229.85,232.03,227.79,4.05M,1.65
22-Aug-14,227.82,229.55,230.61,226.43,6.86M,-0.72
21-Aug-14,229.48,228.69,230.71,228.22,6.00M,0.35
20-Aug-14,228.69,232.7,232.7,227.99,6.84M,-1.05
19-Aug-14,231.11,232.7,233.59,230.28,7.75M,-0.59
18-Aug-14,232.47,235.08,235.35,229.75,6.96M,-1.74
14-Aug-14,236.58,236.58,239.89,235.35,6.62M,-0.12
13-Aug-14,236.87,231.7,237.34,230.38,10.39M,2.95
12-Aug-14,230.08,231.84,231.84,227.73,4.19M,-0.19
11-Aug-14,230.51,232.37,233.26,229.42,5.39M,-0.24
8-Aug-14,231.07,228.89,231.7,227.53,4.23M,0.66
7-Aug-14,229.55,229.61,232.47,227.69,4.74M,0.06
6-Aug-14,229.42,234.95,235.58,228.12,7.37M,-2.79
5-Aug-14,236.01,236.01,236.81,231.07,4.79M,0.42
4-Aug-14,235.02,234.69,235.35,231.57,6.24M,1.42
1-Aug-14,231.74,236.01,237.31,230.81,9.19M,-1.83
31-Jul-14,236.05,237.34,238.66,234.69,9.88M,-0.89
30-Jul-14,238.17,238.93,241.65,237.27,11.41M,0.57
28-Jul-14,236.81,235.52,237.5,235.08,4.33M,-0.03
25-Jul-14,236.87,236.68,238.13,233.63,8.18M,0.24
24-Jul-14,236.31,234.69,236.74,233.69,6.05M,0.79
23-Jul-14,234.45,234.36,235.35,231.47,7.75M,0.21
22-Jul-14,233.96,232.7,234.59,231.84,7.85M,0.87
21-Jul-14,231.94,228.72,232.03,228.12,7.87M,1.67
18-Jul-14,228.12,227.39,230.05,226.53,5.87M,-0.04
17-Jul-14,228.22,227.46,229.38,227.13,5.50M,0.01
16-Jul-14,228.19,226.53,228.85,225.41,8.28M,0.54
15-Jul-14,226.96,229.05,230.68,226.33,5.69M,-0.76
14-Jul-14,228.69,230.21,231.57,226.27,6.66M,-0.27
11-Jul-14,229.32,228.72,232.37,227.39,13.90M,1.1
10-Jul-14,226.83,225.77,231.37,223.42,40.86M,0.19
9-Jul-14,226.4,223.08,227.39,222.55,25.29M,1.7
8-Jul-14,222.62,221.43,223.71,219.77,15.22M,0.3
7-Jul-14,221.96,221.03,222.75,218.58,16.40M,0.42
4-Jul-14,221.03,220.23,222.16,218.74,10.31M,0.62
3-Jul-14,219.67,218.44,220.53,217.98,9.74M,0.61
2-Jul-14,218.34,216.22,218.91,215.79,8.96M,1.28
1-Jul-14,215.59,217.18,217.18,214.8,14.41M,0.05
30-Jun-14,215.49,212.54,217.05,212.51,21.49M,1.66
27-Jun-14,211.98,210.16,212.78,209.56,11.02M,1.11
26-Jun-14,209.66,208.83,210.72,207.84,13.15M,0.06
25-Jun-14,209.53,211.55,211.95,209.16,13.07M,-1.39
24-Jun-14,212.48,208.83,213.94,208.83,17.41M,1.76
23-Jun-14,208.8,222.09,222.09,207.17,32.14M,-6.18
20-Jun-14,222.55,223.08,224.24,221.03,6.73M,-0.17
19-Jun-14,222.92,221.99,223.35,220.9,8.46M,0.99
18-Jun-14,220.73,223.05,223.28,220.27,6.61M,-0.92
17-Jun-14,222.79,222.72,224.18,221.66,5.87M,-0.04
16-Jun-14,222.89,221.59,223.68,220.63,9.77M,1.08
13-Jun-14,220.5,223.32,223.32,220,8.10M,-0.45
12-Jun-14,221.49,221.43,222.89,219.54,9.82M,0.24
11-Jun-14,220.96,224.74,225.21,219.11,16.94M,-1.2
10-Jun-14,223.65,224.74,225.37,221.79,8.49M,-0.18
9-Jun-14,224.05,224.48,225.97,222.29,12.05M,0.37
6-Jun-14,223.22,222.09,224.64,220.8,15.43M,0.89
5-Jun-14,221.26,219.47,222.69,216.12,21.19M,0.84
4-Jun-14,219.41,220.43,221.29,217.95,15.07M,-0.73
